query	code	rev	size	ac	org	taxid	NCBI_DNA	NCBI_AA	ip	pfam
Q82AD3	Q82AD3_STRAW	Unreviewed	239	Q82AD3	Streptomyces avermitilis.	33903	BA000030	BAC73837.1	IPR011078	PF01168
B5I4L6	B5I4L6_9ACTO	Unreviewed	239	B5I4L6	Streptomyces sviceus ATCC 29083.	463191	CM000951	EDY60021.1	IPR011078	PF01168
B4V3C0	B4V3C0_9ACTO	Unreviewed	239	B4V3C0	Streptomyces sp. Mg1.	465541	DS570392	EDX22457.1	IPR011078	PF01168
C0EEP7	C0EEP7_9CLOT	Unreviewed	236	C0EEP7	Clostridium methylpentosum DSM 5476.	537013	ACEC01000077	EEG30016.1	IPR011078	PF01168
B1W0J4	B1W0J4_STRGG	Unreviewed	239	B1W0J4	Streptomyces griseus subsp. griseus (strain JCM 4626 / NBRC 13350).	455632	AP009493	BAG22254.1	IPR011078	PF01168
A9SG31	A9SG31_PHYPA	Unreviewed	242	A9SG31	Physcomitrella patens subsp. patens.	145481	DS544964	EDQ69823.1	IPR011078	PF01168
A9RUJ8	A9RUJ8_PHYPA	Unreviewed	240	A9RUJ8	Physcomitrella patens subsp. patens.	145481	DS544918	EDQ77368.1	IPR011078	PF01168
A6UQF8	A6UQF8_METVS	Unreviewed	380	A6UQF8	Methanococcus vannielii (strain SB / ATCC 35089 / DSM 1224).	406327	CP000742	ABR54730.1	IPR020622	PF01168
Q3UYN1	Q3UYN1_MOUSE	Unreviewed	326	Q3UYN1	Mus musculus (Mouse).	10090	AK134549	BAE22181.1	IPR011078	PF01168
A7P0L6										
B4FAQ2	B4FAQ2_MAIZE	Unreviewed	243	B4FAQ2	Zea mays (Maize).	4577	BT034190	ACF79195.1	IPR011078	PF01168
A8ZRV0	ALR_DESOH	Reviewed	390	A8ZRV0	Desulfococcus oleovorans (strain DSM 6200 / Hxd3).	96561	CP000859	ABW65867.1	IPR020622	PF01168
C1SSI9										
C5KJE3	C5KJE3_9ALVE	Unreviewed	246	C5KJE3	Perkinsus marinus ATCC 50983.	423536	GG673601	EER15445.1	IPR011078	PF01168
Q0C879	Q0C879_ASPTN	Unreviewed	301	Q0C879	Aspergillus terreus (strain NIH 2624 / FGSC A1156).	341663	CH476609	EAU29554.1	IPR011078	PF01168
C0VAD0										
A9B4N0	A9B4N0_HERA2	Unreviewed	248	A9B4N0	Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785).	316274	CP000875	ABX04195.1	IPR011078	PF01168
B2WE11	B2WE11_PYRTR	Unreviewed	269	B2WE11	fungus) (Drechslera tritici-repentis).	426418	DS231623	EDU51303.1	IPR011078	PF01168
B6H3D7	B6H3D7_PENCW	Unreviewed	268	B6H3D7	54-1255) (Penicillium notatum).	500485	AM920428	CAP91730.1	IPR011078	PF01168
C0D101	C0D101_9CLOT	Unreviewed	65	C0D101	Clostridium asparagiforme DSM 15981.	518636	ACCJ01000197	EEG54987.1	IPR020622	PF01168
A6BAV9	A6BAV9_VIBPA	Unreviewed	129	A6BAV9	Vibrio parahaemolyticus AQ3810.	419109	AAWQ01000515	EDM56695.1	IPR020622	PF01168
Q65XE0	Q65XE0_ORYSJ	Unreviewed	191	Q65XE0	Oryza sativa subsp. japonica (Rice).	39947	AC105772	AAU44036.1	IPR011078	PF01168
A4BQV4	A4BQV4_9GAMM	Unreviewed	262	A4BQV4	Nitrococcus mobilis Nb-231.	314278	AAOF01000005	EAR21954.1	IPR001608	PF01168
Q5JKX2	Q5JKX2_ORYSJ	Unreviewed	192	Q5JKX2	Oryza sativa subsp. japonica (Rice).	39947	AP003735	BAD87885.1	IPR011078	PF01168
A1KIK2	A1KIK2_MYCBP	Unreviewed	171	A1KIK2	Mycobacterium bovis (strain BCG / Pasteur 1173P2).	410289	AM408590	CAL71461.1	IPR001608	PF01168
A4KGW9	A4KGW9_MYCTU	Unreviewed	171	A4KGW9	Mycobacterium tuberculosis str. Haarlem.	395095	DS016976	EBA41854.1	IPR001608	PF01168
C1AN58	C1AN58_MYCBT	Unreviewed	171	C1AN58	Mycobacterium bovis (strain BCG / Tokyo 172 / ATCC 35737 / TMC 1019).	561275	AP010918	BAH25737.1	IPR001608	PF01168
P64844	Y1448_MYCBO	Reviewed	171	P64844	Mycobacterium bovis.	1765	BX248338	CAD94309.1	IPR001608	PF01168
A5WM96	A5WM96_MYCTF	Unreviewed	171	A5WM96	Mycobacterium tuberculosis (strain F11).	336982	CP000717	ABR05785.1	IPR001608	PF01168
P64843	Y1413_MYCTU	Reviewed	171	P64843	Mycobacterium tuberculosis.	1773	BX842576	CAB02198.1	IPR001608	PF01168
A5U2B5	A5U2B5_MYCTA	Unreviewed	171	A5U2B5	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra).	419947	CP000611	ABQ73165.1	IPR001608	PF01168
C1YED2										
Q5NM44	Q5NM44_ZYMMO	Unreviewed	349	Q5NM44	Zymomonas mobilis.	542	AE008692	AAV90216.1	IPR020622	PF01168
Q1AXV6	Q1AXV6_RUBXD	Unreviewed	365	Q1AXV6	Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129).	266117	CP000386	ABG03772.1	IPR020622	PF01168
C0XUT6	C0XUT6_9CORY	Unreviewed	362	C0XUT6	Corynebacterium lipophiloflavum DSM 44291.	525263	ACHJ01000168	EEI16002.1	IPR001608	PF01168
Q47EJ9	Q47EJ9_DECAR	Unreviewed	370	Q47EJ9	Dechloromonas aromatica (strain RCB).	159087	CP000089	AAZ46732.1	IPR020622	PF01168
Q87AK1	ALR_XYLFT	Reviewed	365	Q87AK1	Xylella fastidiosa (strain Temecula1 / ATCC 700964).	183190	AE009442	AAO29656.1	IPR020622	PF01168
A6D9H7	A6D9H7_9VIBR	Unreviewed	347	A6D9H7	Vibrio shilonii AK1.	391591	ABCH01000108	EDL50744.1	IPR020622	PF01168
A6B8Y1	A6B8Y1_VIBPA	Unreviewed	361	A6B8Y1	Vibrio parahaemolyticus AQ3810.	419109	AAWQ01000191	EDM57372.1	IPR020622	PF01168
Q5E849	Q5E849_VIBF1	Unreviewed	360	Q5E849	Vibrio fischeri (strain ATCC 700601 / ES114).	312309	CP000020	AAW84797.1	IPR020622	PF01168
A3GU27	A3GU27_VIBCH	Unreviewed	307	A3GU27	Vibrio cholerae NCTC 8457.	417399	AAWD01000214	EAZ71654.1	IPR020622	PF01168
C1PN93										
B0N550	B0N550_9FIRM	Unreviewed	357	B0N550	Clostridium ramosum DSM 1402.	445974	ABFX02000005	EDS18802.1	IPR020622	PF01168
Q8PWB4	Q8PWB4_METMA	Unreviewed	225	Q8PWB4	Methanosarcina mazei (Methanosarcina frisia).	2209	AE008384	AAM31371.1	IPR011078	PF01168
Q3SWI4	Q3SWI4_NITWN	Unreviewed	224	Q3SWI4	Nitrobacter winogradskyi (strain Nb-255 / ATCC 25391).	323098	CP000115	ABA03357.1	IPR011078	PF01168
C3RM09	C3RM09_9MOLU	Unreviewed	357	C3RM09	Mollicutes bacterium D7.	556270	EQ999883	EEO32826.1	IPR020622	PF01168
B6F2K2										
A6DIS2	A6DIS2_9BACT	Unreviewed	360	A6DIS2	Lentisphaera araneosa HTCC2155.	313628	ABCK01000005	EDM28358.1	IPR001608	PF01168
A1UR37	A1UR37_BARBK	Unreviewed	226	A1UR37	Bartonella bacilliformis (strain ATCC 35685 / KC583).	360095	CP000524	ABM45124.1	IPR011078	PF01168
B8GVM8	B8GVM8_CAUCN	Unreviewed	364	B8GVM8	Caulobacter crescentus (strain NA1000 / CB15N).	565050	CP001340	ACL95198.1	IPR020622	PF01168
Q1QS00	Q1QS00_NITHX	Unreviewed	225	Q1QS00	Nitrobacter hamburgensis (strain X14 / DSM 10229).	323097	CP000319	ABE60997.1	IPR011078	PF01168
Q9A7Q9	ALR_CAUCR	Reviewed	364	Q9A7Q9	Caulobacter crescentus (Caulobacter vibrioides).	155892	AE005673	AAK23639.1	IPR020622	PF01168
C1P9G8	C1P9G8_BACCO	Unreviewed	383	C1P9G8	Bacillus coagulans 36D1.	345219	AAWV02000001	EEN92633.1	IPR020622	PF01168
B8G280	B8G280_DESHD	Unreviewed	370	B8G280	Desulfitobacterium hafniense (strain DCB-2 / DSM 10664).	272564	CP001336	ACL19398.1	IPR001608	PF01168
Q24Q81	Q24Q81_DESHY	Unreviewed	370	Q24Q81	Desulfitobacterium hafniense (strain Y51).	138119	AP008230	BAE85811.1	IPR001608	PF01168
Q1N4D3	Q1N4D3_9GAMM	Unreviewed	238	Q1N4D3	Bermanella marisrubri.	207949	AAQH01000003	EAT12932.1	IPR011078	PF01168
A5JJJ6	A5JJJ6_BORBU	Unreviewed	359	A5JJJ6	Borrelia burgdorferi (Lyme disease spirochete).	139	EF537496	ABQ43050.1	IPR020622	PF01168
A5JJJ5	A5JJJ5_BORBU	Unreviewed	361	A5JJJ5	Borrelia burgdorferi (Lyme disease spirochete).	139	EF537493	ABQ43047.1	IPR020622	PF01168
Q04WI9	Q04WI9_LEPBL	Unreviewed	379	Q04WI9	Leptospira borgpetersenii serovar Hardjo-bovis (strain L550).	355276	CP000349	ABJ80556.1	IPR020622	PF01168
Q04NA9	Q04NA9_LEPBJ	Unreviewed	379	Q04NA9	Leptospira borgpetersenii serovar Hardjo-bovis (strain JB197).	355277	CP000351	ABJ77611.1	IPR020622	PF01168
Q6AJJ8	Q6AJJ8_DESPS	Unreviewed	373	Q6AJJ8	Desulfotalea psychrophila.	84980	CR522870	CAG37482.1	IPR001608	PF01168
B1CBB2	B1CBB2_9FIRM	Unreviewed	374	B1CBB2	Anaerofustis stercorihominis DSM 17244.	445971	ABIL02000006	EDS71559.1	IPR020622	PF01168
B0V8Z9	B0V8Z9_ACIBY	Unreviewed	235	B0V8Z9	Acinetobacter baumannii (strain AYE).	509173	CU459141	CAM87739.1	IPR011078	PF01168
B0VTC8	B0VTC8_ACIBS	Unreviewed	235	B0VTC8	Acinetobacter baumannii (strain SDF).	509170	CU468230	CAP01843.1	IPR011078	PF01168
A7VIV3	A7VIV3_9CLOT	Unreviewed	388	A7VIV3	Clostridium sp. L2-50.	411489	AAYW02000021	EDO56427.1	IPR020622	PF01168
A6LX29	A6LX29_CLOB8	Unreviewed	376	A6LX29	acetobutylicum).	290402	CP000721	ABR34909.1	IPR020622	PF01168
Q0AVS4	Q0AVS4_SYNWW	Unreviewed	377	Q0AVS4	Syntrophomonas wolfei subsp. wolfei (strain Goettingen).	335541	CP000448	ABI69180.1	IPR020622	PF01168
Q1JX81	Q1JX81_DESAC	Unreviewed	371	Q1JX81	Desulfuromonas acetoxidans DSM 684.	281689	AAEW02000016	EAT14911.1	IPR020622	PF01168
B7GFB7	B7GFB7_ANOFW	Unreviewed	233	B7GFB7	Anoxybacillus flavithermus (strain DSM 21510 / WK1).	491915	CP000922	ACJ34178.1	IPR011078	PF01168
C1I2N5	C1I2N5_9CLOT	Unreviewed	385	C1I2N5	Clostridium sp. 7_2_43FAA.	457396	EQ999773	EEH98918.1	IPR020622	PF01168
A1SL75	A1SL75_NOCSJ	Unreviewed	234	A1SL75	Nocardioides sp. (strain BAA-499 / JS614).	196162	CP000509	ABL82560.1	IPR011078	PF01168
A8SYR4	A8SYR4_9FIRM	Unreviewed	387	A8SYR4	Coprococcus eutactus ATCC 27759.	411474	ABEY02000032	EDP24964.1	IPR020622	PF01168
A6PRD4										
A3WPF6	A3WPF6_9GAMM	Unreviewed	231	A3WPF6	Idiomarina baltica OS145.	314276	AAMX01000020	EAQ31268.1	IPR011078	PF01168
A0M6P9	A0M6P9_GRAFK	Unreviewed	369	A0M6P9	Gramella forsetii (strain KT0803).	411154	CU207366	CAL68294.1	IPR001608	PF01168
A3U5Q4	A3U5Q4_9FLAO	Unreviewed	368	A3U5Q4	Croceibacter atlanticus HTCC2559.	216432	CP002046	EAP87571.1	IPR001608	PF01168
A4CIF0	A4CIF0_ROBBH	Unreviewed	370	A4CIF0	Robiginitalea biformata (strain ATCC BAA-864 / HTCC2501 / KCTC 12146).	313596	CP001712	EAR16708.1	IPR001608	PF01168
C0U807										
A6EL30	A6EL30_9BACT	Unreviewed	367	A6EL30	unidentified eubacterium SCB49.	50743	ABCO01000001	EDM45280.1	IPR001608	PF01168
C5EUB2	C5EUB2_9FIRM	Unreviewed	396	C5EUB2	Clostridiales bacterium 1_7_47FAA.	457421	DS990263	EEQ61606.1	IPR001608	PF01168
B0MCI5	B0MCI5_9FIRM	Unreviewed	388	B0MCI5	Anaerostipes caccae DSM 14662.	411490	ABAX03000012	EDR97655.1	IPR020622	PF01168
B0NZH6	B0NZH6_9CLOT	Unreviewed	387	B0NZH6	Clostridium sp. SS2/1.	411484	ABGC03000030	EDS22337.1	IPR020622	PF01168
A8RUW9	A8RUW9_9CLOT	Unreviewed	396	A8RUW9	Clostridium bolteae ATCC BAA-613.	411902	ABCC02000033	EDP15974.1	IPR001608	PF01168
Q1VXT3	Q1VXT3_9FLAO	Unreviewed	367	Q1VXT3	Psychroflexus torquis ATCC 700755.	313595	AAPR01000003	EAS72854.1	IPR001608	PF01168
A8UFL7	A8UFL7_9FLAO	Unreviewed	368	A8UFL7	Flavobacteriales bacterium ALC-1.	391603	ABHI01000001	EDP72750.1	IPR001608	PF01168
Q6LG80	Q6LG80_PHOPR	Unreviewed	361	Q6LG80	Photobacterium profundum (Photobacterium sp. (strain SS9)).	74109	CR378680	CAG23700.1	IPR001608	PF01168
C0FYH4	C0FYH4_9FIRM	Unreviewed	390	C0FYH4	Roseburia inulinivorans DSM 16841.	622312	ACFY01000156	EEG92313.1	IPR020622	PF01168
B5CRI5	B5CRI5_9FIRM	Unreviewed	387	B5CRI5	Ruminococcus lactaris ATCC 29176.	471875	ABOU02000048	EDY31923.1	IPR001608	PF01168
A3ZZZ9	A3ZZZ9_9PLAN	Unreviewed	235	A3ZZZ9	Blastopirellula marina DSM 3645.	314230	AANZ01000026	EAQ77946.1	IPR011078	PF01168
B0G5E4	B0G5E4_9FIRM	Unreviewed	389	B0G5E4	Dorea formicigenerans ATCC 27755.	411461	AAXA02000013	EDR46994.1	IPR001608	PF01168
B0NAZ2	B0NAZ2_EUBSP	Unreviewed	388	B0NAZ2	Clostridium scindens ATCC 35704.	411468	ABFY02000009	EDS08300.1	IPR001608	PF01168
B3ENJ6	B3ENJ6_CHLPB	Unreviewed	371	B3ENJ6	Chlorobium phaeobacteroides (strain BS1).	331678	CP001101	ACE05085.1	IPR020622	PF01168
B5YCA6	B5YCA6_DICT6	Unreviewed	362	B5YCA6	Dictyoglomus thermophilum (strain ATCC 35947 / DSM 3960 / H-6-12).	309799	CP001146	ACI19415.1	IPR001608	PF01168
Q01PW3	Q01PW3_SOLUE	Unreviewed	376	Q01PW3	Solibacter usitatus (strain Ellin6076).	234267	CP000473	ABJ88307.1	IPR020622	PF01168
B7Y2U8										
A5ZVX1	A5ZVX1_9FIRM	Unreviewed	380	A5ZVX1	Ruminococcus obeum ATCC 29174.	411459	AAVO02000017	EDM86206.1	IPR020622	PF01168
B6FN84	B6FN84_9CLOT	Unreviewed	388	B6FN84	Clostridium nexile DSM 1787.	500632	ABWO01000095	EEA82531.1	IPR020622	PF01168
A9DR22	A9DR22_9FLAO	Unreviewed	369	A9DR22	Kordia algicida OT-1.	391587	ABIB01000003	EDP96729.1	IPR001608	PF01168
C0CHN8	C0CHN8_9FIRM	Unreviewed	384	C0CHN8	Blautia hydrogenotrophica DSM 10507.	476272	ACBZ01000012	EEG50739.1	IPR020622	PF01168
C0BVY8	C0BVY8_9CLOT	Unreviewed	388	C0BVY8	Clostridium hylemonae DSM 15053.	553973	ABYI02000002	EEG75920.1	IPR001608	PF01168
A4XIC0	A4XIC0_CALS8	Unreviewed	387	A4XIC0	Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903).	351627	CP000679	ABP66655.1	IPR020622	PF01168
B3E7F8	B3E7F8_GEOLS	Unreviewed	380	B3E7F8	Geobacter lovleyi (strain ATCC BAA-1151 / DSM 17278 / SZ).	398767	CP001089	ACD96475.1	IPR020622	PF01168
C0E0M2	C0E0M2_9CORY	Unreviewed	378	C0E0M2	Corynebacterium matruchotii ATCC 33806.	566549	ACEB01000004	EEG28113.1	IPR001608	PF01168
A4BPW0	A4BPW0_9GAMM	Unreviewed	252	A4BPW0	Nitrococcus mobilis Nb-231.	314278	AAOF01000004	EAR22115.1	IPR011078	PF01168
A8S740	A8S740_9FIRM	Unreviewed	239	A8S740	Faecalibacterium prausnitzii M21/2.	411485	ABED02000016	EDP22827.1	IPR011078	PF01168
B9EWG6	B9EWG6_ORYSJ	Unreviewed	244	B9EWG6	Oryza sativa subsp. japonica (Rice).	39947	CM000138	EEE56007.1	IPR011078	PF01168
Q94JS1	Q94JS1_ARATH	Unreviewed	244	Q94JS1	Arabidopsis thaliana (Mouse-ear cress).	3702	AY084753	AAM61322.1	IPR011078	PF01168
B8A968	B8A968_ORYSI	Unreviewed	244	B8A968	Oryza sativa subsp. indica (Rice).	39946	CM000126	EEC72167.1	IPR011078	PF01168
B8AY46	B8AY46_ORYSI	Unreviewed	243	B8AY46	Oryza sativa subsp. indica (Rice).	39946	CM000130	EEC78528.1	IPR011078	PF01168
Q0DKP7	Q0DKP7_ORYSJ	Unreviewed	214	Q0DKP7	Oryza sativa subsp. japonica (Rice).	39947	AP008211	BAF16576.2	IPR011078	PF01168
A1ZHD8	A1ZHD8_9BACT	Unreviewed	372	A1ZHD8	Microscilla marina ATCC 23134.	313606	AAWS01000007	EAY30407.1	IPR001608	PF01168
C0VZ44	C0VZ44_9ACTO	Unreviewed	397	C0VZ44	Actinomyces coleocanis DSM 15436.	525245	ACFG01000004	EEH64697.1	IPR020622	PF01168
B0PAC8	B0PAC8_9FIRM	Unreviewed	405	B0PAC8	Anaerotruncus colihominis DSM 17241.	445972	ABGD02000013	EDS11520.1	IPR020622	PF01168
C4BJS2										
A4HD32	A4HD32_LEIBR	Unreviewed	245	A4HD32	Leishmania braziliensis.	5660	AM494960	CAM36679.1	IPR011078	PF01168
Q6MIN0	Q6MIN0_BDEBA	Unreviewed	402	Q6MIN0	Bdellovibrio bacteriovorus.	959	BX842654	CAE80883.1	IPR001608	PF01168
A1TAW3	A1TAW3_MYCVP	Unreviewed	275	A1TAW3	Mycobacterium vanbaalenii (strain DSM 7251 / PYR-1).	350058	CP000511	ABM14313.1	IPR011078	PF01168
B1DKM6										
A4TBE1	A4TBE1_MYCGI	Unreviewed	279	A4TBE1	(strain ATCC 700033 / PYR-GCK)).	350054	CP000656	ABP45470.1	IPR011078	PF01168
A6RJY4	A6RJY4_BOTFB	Unreviewed	265	A6RJY4	cinerea).	332648	CH476843	EDN23282.1	IPR011078	PF01168
B7GC89	B7GC89_PHATR	Unreviewed	250	B7GC89	Phaeodactylum tricornutum CCAP 1055/1.	556484	CM000627	EEC43816.1	IPR011078	PF01168
Q1ZXI6	PROSC_DICDI	Reviewed	255	Q1ZXI6	Dictyostelium discoideum (Slime mold).	44689	AAFI02000023	EAS66901.2	IPR011078	PF01168
A7E500	A7E500_SCLS1	Unreviewed	265	A7E500	mold) (Whetzelinia sclerotiorum).	665079	CH476621	EDN90972.1	IPR011078	PF01168
Q873K9	Q873K9_NEUCR	Unreviewed	262	Q873K9	Neurospora crassa.	5141	AABX02000008	EAA26782.1	IPR011078	PF01168
C1A8D1	C1A8D1_GEMAT	Unreviewed	403	C1A8D1	100505).	379066	AP009153	BAH38491.1	IPR001608	PF01168
Q9SZ26	Q9SZ26_ARATH	Unreviewed	262	Q9SZ26	Arabidopsis thaliana (Mouse-ear cress).	3702	AL161566	CAB79541.1	IPR011078	PF01168
Q71IF9	Q71IF9_LACDL	Unreviewed	99	Q71IF9	Lactobacillus delbrueckii subsp. lactis.	29397	AF496305	AAQ06978.1	IPR020622	PF01168
Q0D0X5	Q0D0X5_ASPTN	Unreviewed	586	Q0D0X5	Aspergillus terreus (strain NIH 2624 / FGSC A1156).	341663	CH476594	EAU39055.1	IPR001608	PF01168
Q1GTT0	Q1GTT0_SPHAL	Unreviewed	348	Q1GTT0	Sphingopyxis alaskensis (Sphingomonas alaskensis).	117207	CP000356	ABF52942.1	IPR020622	PF01168
A5V270	A5V270_SPHWW	Unreviewed	348	A5V270	Sphingomonas wittichii (strain RW1 / DSM 6014 / JCM 10273).	392499	CP000699	ABQ66386.1	IPR020622	PF01168
Q1NDZ8	Q1NDZ8_9SPHN	Unreviewed	348	Q1NDZ8	Sphingomonas sp. SKA58.	314266	AAQG01000005	EAT09121.1	IPR020622	PF01168
Q1IYK9	ALR_DEIGD	Reviewed	355	Q1IYK9	Deinococcus geothermalis (strain DSM 11300).	319795	CP000359	ABF45675.1	IPR020622	PF01168
Q5LQ26	Q5LQ26_SILPO	Unreviewed	377	Q5LQ26	Silicibacter pomeroyi.	89184	CP000031	AAV95915.1	IPR020622	PF01168
C1CVP5	ALR_DEIDV	Reviewed	355	C1CVP5	Deinococcus deserti (strain VCD115 / DSM 17065 / LMG 22923).	546414	CP001114	ACO46262.1	IPR020622	PF01168
C4RNE3	C4RNE3_9ACTO	Unreviewed	417	C4RNE3	Micromonospora sp. ATCC 39149.	219305	GG657738	EEP75228.1	IPR000183	PF00278
Q480D2	Q480D2_COLP3	Unreviewed	360	Q480D2	psychroerythus).	167879	CP000083	AAZ26165.1	IPR020622	PF01168
B7ICM4	B7ICM4_THEAB	Unreviewed	364	B7ICM4	Thermosipho africanus (strain TCF52B).	484019	CP001185	ACJ75751.1	IPR020622	PF01168
A6LLT6	A6LLT6_THEM4	Unreviewed	364	A6LLT6	Thermosipho melanesiensis (strain BI429 / DSM 12029).	391009	CP000716	ABR30887.1	IPR020622	PF01168
Q0AB45	Q0AB45_ALHEH	Unreviewed	365	Q0AB45	Alkalilimnicola ehrlichei (strain MLHE-1).	187272	CP000453	ABI55942.1	IPR020622	PF01168
B0MNI5	B0MNI5_9FIRM	Unreviewed	379	B0MNI5	Eubacterium siraeum DSM 15702.	428128	ABCA03000046	EDS00697.1	IPR020622	PF01168
B7RLQ1	B7RLQ1_9RHOB	Unreviewed	228	B7RLQ1	Roseobacter sp. GAI101.	391589	DS999213	EEB83387.1	IPR011078	PF01168
A4EM12	A4EM12_9RHOB	Unreviewed	228	A4EM12	Roseobacter sp. CCS2.	391593	AAYB01000005	EBA11242.1	IPR011078	PF01168
Q5FQK9	Q5FQK9_GLUOX	Unreviewed	231	Q5FQK9	Gluconobacter oxydans (Gluconobacter suboxydans).	442	CP000009	AAW61337.1	IPR011078	PF01168
A7IBZ3	A7IBZ3_XANP2	Unreviewed	232	A7IBZ3	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2).	78245	CP000781	ABS65536.1	IPR011078	PF01168
Q5L3G4	ALR_GEOKA	Reviewed	384	Q5L3G4	Geobacillus kaustophilus.	1462	BA000043	BAD74516.1	IPR020622	PF01168
P10724	ALR_BACST	Reviewed	388	P10724	Bacillus stearothermophilus (Geobacillus stearothermophilus).	1422	M19142	AAA22220.1	IPR020622	PF01168
C3J456	C3J456_9BACI	Unreviewed	384	C3J456	Geobacillus sp. Y412MC52.	550542	ACNM01000019	EEN95048.1	IPR020622	PF01168
B8DRL1	ALR_DESVM	Reviewed	372	B8DRL1	Desulfovibrio vulgaris (strain Miyazaki F / DSM 19637).	883	CP001197	ACL08298.1	IPR020622	PF01168
A1VF31	ALR_DESVV	Reviewed	376	A1VF31	Desulfovibrio vulgaris subsp. vulgaris (strain DP4).	391774	CP000527	ABM29047.1	IPR020622	PF01168
A4IJT5	A4IJT5_GEOTN	Unreviewed	384	A4IJT5	Geobacillus thermodenitrificans (strain NG80-2).	420246	CP000557	ABO65589.1	IPR020622	PF01168
Q72DH4	ALR_DESVH	Reviewed	376	Q72DH4	8303).	882	AE017285	AAS95435.1	IPR020622	PF01168
B7Y5I3										
B4BRF3	B4BRF3_9BACI	Unreviewed	384	B4BRF3	Geobacillus sp. G11MC16.	495036	ABVH01000013	EDY04663.1	IPR020622	PF01168
Q6FDP9	Q6FDP9_ACIAD	Unreviewed	234	Q6FDP9	Acinetobacter sp. (strain ADP1).	62977	CR543861	CAG67809.1	IPR011078	PF01168
B7DIP8										
C1T7B9										
C4EQN4										
Q1GCY2	Q1GCY2_SILST	Unreviewed	351	Q1GCY2	Silicibacter sp. (strain TM1040).	292414	CP000377	ABF65484.1	IPR001608	PF01168
Q1AVX9	Q1AVX9_RUBXD	Unreviewed	240	Q1AVX9	Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129).	266117	CP000386	ABG04449.1	IPR011078	PF01168
B5RQY0	B5RQY0_BORRA	Unreviewed	370	B5RQY0	Borrelia recurrentis (strain A1).	412418	CP000993	ACH94414.1	IPR020622	PF01168
B5RKY6	B5RKY6_BORDL	Unreviewed	370	B5RKY6	Borrelia duttonii (strain Ly).	412419	CP000976	ACH93115.1	IPR020622	PF01168
C3KRB8	C3KRB8_RHISN	Unreviewed	352	C3KRB8	Rhizobium sp. (strain NGR234).	394	CP000874	ACP22626.1	IPR001608	PF01168
A3VN50	A3VN50_9PROT	Unreviewed	382	A3VN50	Parvularcula bermudensis HTCC2503.	314260	AAMU01000001	EAQ16545.1	IPR020622	PF01168
C4XQ91	C4XQ91_DESMR	Unreviewed	374	C4XQ91	Desulfovibrio magneticus (strain ATCC 700980 / DSM 13731 / RS-1).	573370	AP010904	BAH75256.1	IPR020622	PF01168
A6UI65	A6UI65_SINMW	Unreviewed	352	A6UI65	Sinorhizobium medicae (strain WSM419) (Ensifer medicae).	366394	CP000739	ABR63345.1	IPR001608	PF01168
Q92VI9	Q92VI9_RHIME	Unreviewed	352	Q92VI9	Rhizobium meliloti (Sinorhizobium meliloti).	382	AL591985	CAC49113.1	IPR001608	PF01168
B1QHU0	B1QHU0_CLOBO	Unreviewed	386	B1QHU0	Clostridium botulinum Bf.	445336	ABDP01000003	EDT86791.1	IPR020622	PF01168
B1QQ89	B1QQ89_CLOBO	Unreviewed	389	B1QQ89	Clostridium botulinum Bf.	445336	ABDP01000022	EDT84182.1	IPR020622	PF01168
A7GIZ4	A7GIZ4_CLOBL	Unreviewed	386	A7GIZ4	Clostridium botulinum (strain Langeland / NCTC 10281 / Type F).	441772	CP000728	ABS40828.1	IPR020622	PF01168
Q890X1	ALR_CLOTE	Reviewed	387	Q890X1	Clostridium tetani.	1513	AE015927	AAO36974.1	IPR020622	PF01168
Q8XM22	ALR_CLOPE	Reviewed	386	Q8XM22	Clostridium perfringens.	1502	BA000016	BAB80574.1	IPR020622	PF01168
B2V0I6	B2V0I6_CLOBA	Unreviewed	386	B2V0I6	Clostridium botulinum (strain Alaska E43 / Type E3).	508767	CP001078	ACD53922.1	IPR001608	PF01168
C3KWR1	C3KWR1_CLOB6	Unreviewed	389	C3KWR1	Clostridium botulinum (strain 657 / Type Ba4).	515621	CP001083	ACQ54481.1	IPR020622	PF01168
B1ILS8	B1ILS8_CLOBK	Unreviewed	389	B1ILS8	Clostridium botulinum (strain Okra / Type B1).	498213	CP000939	ACA43474.1	IPR020622	PF01168
A6M0U3	A6M0U3_CLOB8	Unreviewed	387	A6M0U3	acetobutylicum).	290402	CP000721	ABR36223.1	IPR001608	PF01168
A7GDY4	A7GDY4_CLOBL	Unreviewed	389	A7GDY4	Clostridium botulinum (strain Langeland / NCTC 10281 / Type F).	441772	CP000728	ABS40097.1	IPR020622	PF01168
C1FML6	C1FML6_CLOBJ	Unreviewed	386	C1FML6	Clostridium botulinum (strain Kyoto / Type A2).	536232	CP001581	ACO83977.1	IPR020622	PF01168
B8J2K3	ALR_DESDA	Reviewed	371	B8J2K3	Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949).	525146	CP001358	ACL48091.1	IPR001608	PF01168
